Pos,mean,std,pos_adj
1B,322.1162168436293,52.85276880984448,-6.0878653856180485
2B,296.1604420011159,46.73944492850655,10.415339571699995
3B,308.4119842836536,64.00406090434589,1.6428683245166804
C,289.19637030092065,30.518660570208503,34.589502478490914
DH,346.5449045826597,119.0925377205602,-27.275181050871996
OF,308.8091418373113,62.415300617272486,2.4774398728214875
RP,276.2596834959322,39.3710228580141,6.624045676415008
SP,335.02927183796083,62.89278923753881,-56.02288696958342
SS,323.55862750394124,61.52617970529071,-5.959969488506354
